时间,COD_in,BOD5_in,SS_in,TN_in,TP_in,NH3N_in,pH_in,曝气量,污泥回流比,剩余污泥排放量,HRT,DO设定值,碳源投加量,COD_out,BOD5_out,SS_out,TN_out,TP_out,NH3N_out,pH_out,MLSS,SV30,水温,处理水量
2024-01-17 06:00:00,497.9,175.47,362.24,66.39,7.961,35.98,7.01,5362.2,118.7,96.4,12.36,2.38,142.9,59.71,18.23,15.29,29.3,0.801,10.906,6.95,3031.0,18.3,9.0,2265.1
2024-01-17 07:00:00,587.64,201.91,431.57,67.64,7.699,36.256,7.29,5897.2,122.9,88.0,11.52,2.45,174.2,58.43,12.13,23.42,26.88,0.451,8.571,7.25,3467.0,26.5,9.9,2583.3
2024-01-17 08:00:00,736.36,209.92,414.62,81.09,8.271,44.912,7.38,5819.5,114.2,102.5,12.97,2.65,97.4,73.58,15.2,10.24,20.91,0.524,5.717,7.4,3679.0,31.7,10.2,2270.2
2024-01-17 09:00:00,960.0,247.01,402.25,87.46,6.555,46.924,7.39,6349.6,109.4,88.9,12.14,2.69,86.8,114.55,16.96,26.12,26.81,0.596,7.957,7.47,3099.0,34.5,8.7,2380.9
2024-01-17 10:00:00,947.35,221.41,375.0,76.94,7.384,42.35,7.35,6059.6,107.1,130.5,12.94,2.96,97.5,82.45,10.24,23.42,21.94,0.804,6.034,7.47,3108.0,22.9,10.1,2159.8
2024-01-17 11:00:00,755.51,196.45,355.37,78.07,7.487,47.795,7.17,5302.6,97.8,73.5,11.87,1.95,96.8,44.14,18.1,12.72,19.02,0.776,3.041,7.51,3515.0,28.4,8.0,2398.3
2024-01-17 12:00:00,611.12,122.58,450.0,86.96,6.896,40.829,7.1,5038.1,109.6,94.6,12.14,1.89,80.3,62.76,10.12,27.82,28.82,0.51,5.393,7.11,3612.0,24.7,12.1,2023.9
2024-01-17 13:00:00,536.16,214.52,387.97,48.85,7.654,31.205,7.05,5425.6,91.8,89.0,12.22,2.82,107.0,69.38,15.76,11.69,23.02,0.774,7.741,7.16,3456.0,37.1,11.6,1897.3
2024-01-17 14:00:00,436.87,179.05,350.71,49.1,6.916,28.193,6.9,5472.3,108.4,69.8,11.92,2.52,79.0,56.41,17.67,17.25,20.77,0.807,5.698,6.66,3084.0,25.6,11.5,1883.1
2024-01-17 15:00:00,490.62,209.85,310.23,40.87,6.097,22.394,7.4,5986.7,98.8,96.9,12.64,2.06,80.5,70.77,17.58,33.21,16.31,0.387,3.665,7.34,2690.0,22.8,10.2,2107.0
2024-01-17 16:00:00,335.47,123.98,341.08,48.3,6.08,28.753,7.17,5637.4,97.5,82.7,12.97,2.05,93.5,50.25,8.7,12.43,22.99,0.575,5.574,7.12,2969.0,25.2,10.5,1836.3
2024-01-17 17:00:00,377.49,151.97,313.1,46.28,6.017,22.094,6.95,4806.5,122.9,50.6,10.85,2.18,74.2,67.08,13.15,13.07,19.47,0.706,3.965,6.8,2823.0,17.1,9.4,1689.9
2024-01-17 18:00:00,403.58,150.23,289.22,42.73,6.041,22.084,7.03,5539.0,99.7,94.3,12.41,1.95,104.6,88.16,8.09,11.85,15.52,0.517,4.121,6.95,3253.0,22.1,12.1,1701.0
2024-01-17 19:00:00,407.01,165.92,275.93,45.38,4.515,24.684,7.03,5072.9,107.2,73.1,11.55,2.28,87.8,74.63,18.29,27.1,18.69,0.32,5.245,7.01,3137.0,23.8,8.4,1625.8
2024-01-17 20:00:00,388.56,144.99,289.83,47.79,5.655,29.546,7.21,4854.3,99.8,82.4,10.7,1.64,100.6,62.83,8.34,21.23,17.81,0.737,8.486,7.13,2900.0,28.8,11.3,1861.7
2024-01-17 21:00:00,452.31,175.39,157.65,44.18,4.941,24.195,7.41,5172.9,99.2,80.9,12.26,2.03,102.2,52.96,11.71,11.32,19.51,0.524,7.133,7.8,2687.0,15.0,9.9,1745.9
2024-01-17 22:00:00,378.63,140.14,319.99,42.3,7.155,24.219,7.13,5185.4,105.1,81.5,12.26,2.27,91.5,57.97,12.81,24.58,19.1,0.769,8.109,7.21,3283.0,32.2,14.7,2033.6
2024-01-17 23:00:00,442.28,185.55,297.85,60.71,6.381,31.601,6.75,5182.1,113.2,79.2,12.34,2.29,134.7,73.23,18.27,7.49,22.88,0.552,7.301,7.05,3000.0,28.5,12.3,2081.6
2024-01-18 00:00:00,473.5,201.6,413.05,49.97,6.513,28.698,7.16,5435.5,108.0,133.3,12.19,2.39,88.4,83.68,24.52,24.88,19.91,0.528,8.344,7.39,3152.0,19.8,11.3,2072.9
2024-01-18 01:00:00,513.27,201.7,346.31,54.71,7.649,34.681,7.17,5684.2,119.8,57.3,12.44,2.44,94.5,66.88,19.34,21.03,25.63,0.891,10.18,7.07,3786.0,32.3,9.1,2298.0
2024-01-18 02:00:00,541.32,217.15,292.7,62.76,7.486,37.641,7.16,5734.6,113.0,65.0,11.7,2.74,140.1,59.14,12.82,14.33,28.31,1.084,6.668,7.16,2921.0,31.4,8.6,2343.2
2024-01-18 03:00:00,442.5,157.77,362.65,70.0,6.318,38.215,7.07,5218.7,110.7,74.9,12.13,2.45,135.8,52.26,12.8,17.63,24.12,0.436,8.393,7.01,3426.0,25.3,12.3,2322.4
2024-01-18 04:00:00,425.0,166.18,313.68,52.12,7.378,30.427,7.24,4646.2,94.4,113.2,12.35,2.46,126.2,56.02,9.43,39.74,23.8,0.986,9.192,7.22,3245.0,26.5,15.0,2263.6
2024-01-18 05:00:00,600.0,239.1,402.46,62.83,7.213,36.37,7.21,6276.1,132.6,85.6,12.68,2.79,134.5,116.56,22.09,29.35,23.43,0.663,11.84,7.07,2848.0,37.4,12.2,2434.5
2024-01-18 06:00:00,547.7,262.14,392.63,55.93,5.949,32.181,7.2,6008.8,122.1,97.9,12.02,2.48,132.8,87.93,17.26,34.65,24.42,0.618,8.866,7.13,3082.0,29.2,11.8,2444.7
2024-01-18 07:00:00,475.66,174.4,426.92,56.51,6.847,34.221,7.28,5389.1,119.8,90.6,11.89,2.21,101.6,43.56,16.45,22.2,23.46,0.651,11.142,7.34,3600.0,31.0,11.8,2443.8
2024-01-18 08:00:00,600.0,266.36,323.6,54.51,7.181,32.993,7.11,6358.1,107.3,96.4,11.97,2.43,93.5,69.8,26.45,21.29,21.9,0.362,9.097,7.16,3108.0,25.7,11.7,2363.3
2024-01-18 09:00:00,508.42,218.57,360.01,50.86,7.065,27.649,7.1,6211.2,95.4,90.8,11.4,2.35,140.7,99.71,17.95,21.49,25.91,0.063,8.578,7.14,2781.0,26.6,11.9,2342.0
2024-01-18 10:00:00,554.43,226.44,275.89,55.28,5.704,32.177,7.48,6029.2,109.4,86.4,12.38,2.43,115.2,84.09,21.13,28.02,26.58,0.85,6.568,7.47,3170.0,31.8,10.2,2273.4
2024-01-18 11:00:00,471.51,213.48,369.24,45.57,7.605,24.192,7.31,6006.6,103.5,111.2,11.27,2.85,112.2,65.59,23.67,24.44,18.74,0.536,6.19,7.44,3064.0,17.7,9.6,2311.6
2024-01-18 12:00:00,559.62,230.09,345.42,56.13,6.331,28.281,7.37,6719.5,101.6,96.1,12.2,2.31,92.1,96.74,19.25,13.02,25.12,0.663,8.193,7.33,3322.0,18.8,11.8,1950.6
2024-01-18 13:00:00,520.26,214.18,329.78,49.38,6.167,26.495,7.45,6610.4,92.8,77.0,12.04,2.82,97.8,114.08,16.68,10.49,18.28,0.423,6.811,7.65,3966.0,29.8,14.6,1902.2
2024-01-18 14:00:00,399.79,159.28,294.43,49.09,6.17,26.811,7.31,4892.5,90.0,89.1,11.22,2.07,128.8,58.78,8.7,13.43,23.92,0.44,6.099,7.03,3204.0,28.1,13.2,1934.3
2024-01-18 15:00:00,443.13,193.52,301.11,43.24,5.133,20.19,7.39,5110.7,109.2,121.4,11.25,2.22,56.8,76.94,11.86,26.11,16.85,0.296,5.028,7.48,3286.0,29.9,9.2,1791.6
2024-01-18 16:00:00,414.73,179.53,341.11,42.38,5.8,25.129,6.88,5190.3,89.8,97.6,11.57,2.31,131.4,71.96,9.98,11.87,20.21,0.53,5.3,6.96,3106.0,20.0,11.2,1831.8
2024-01-18 17:00:00,438.87,167.31,257.74,44.32,5.148,18.243,7.24,5483.0,106.5,83.1,11.83,1.84,94.9,70.5,10.97,11.73,19.09,0.652,4.66,7.14,2680.0,23.3,13.2,1682.3
2024-01-18 18:00:00,330.15,119.0,272.25,37.71,4.76,25.856,7.16,5376.8,94.2,61.7,12.74,1.7,57.9,50.85,8.73,16.97,17.45,0.344,7.085,7.11,3352.0,29.8,14.8,1686.2
2024-01-18 19:00:00,405.14,159.59,223.81,41.25,5.715,25.784,7.54,5463.9,106.9,88.2,11.94,1.79,90.2,60.88,16.69,22.49,13.59,0.551,8.579,7.61,2766.0,21.4,15.4,1965.0
2024-01-18 20:00:00,427.77,160.84,235.8,39.65,6.393,21.29,7.39,5027.9,103.1,91.7,12.27,2.12,101.3,75.51,12.39,9.65,18.84,0.684,3.807,7.52,2903.0,23.8,11.4,1791.9
2024-01-18 21:00:00,306.6,122.06,281.66,40.46,6.035,22.271,7.07,4599.5,98.0,87.9,12.63,1.6,64.6,48.02,8.31,20.24,17.01,0.69,6.332,6.81,3601.0,28.5,13.5,1753.3
2024-01-18 22:00:00,343.85,150.3,333.65,36.14,6.359,20.423,7.27,4956.6,98.2,90.1,12.54,2.38,56.7,69.71,7.64,17.71,17.8,0.444,4.308,7.37,3066.0,29.7,12.4,1916.0
2024-01-18 23:00:00,313.46,121.08,285.05,53.78,5.558,27.996,7.23,4370.5,109.9,126.0,12.0,1.72,119.4,44.09,8.02,16.71,18.45,0.288,9.337,7.16,3435.0,30.9,11.6,2106.2
2024-01-19 00:00:00,416.43,166.04,296.51,45.81,4.969,25.634,7.29,5336.2,98.5,97.5,11.65,1.49,103.8,98.15,9.16,8.67,18.18,0.675,6.297,7.46,3209.0,23.4,12.0,2208.9
2024-01-19 01:00:00,483.95,194.42,298.85,56.85,7.504,30.857,7.0,5313.2,123.3,103.5,12.25,2.3,118.2,76.8,19.57,18.68,23.24,0.61,8.044,6.72,2932.0,30.6,12.1,2006.1
2024-01-19 02:00:00,542.47,230.8,301.96,58.14,8.185,31.704,7.27,5467.1,110.3,86.2,11.66,2.82,133.4,66.41,19.97,18.21,20.27,0.91,8.926,7.64,3206.0,22.3,14.3,2153.7
2024-01-19 03:00:00,475.59,158.18,351.61,46.95,7.981,26.246,7.15,5343.8,104.7,88.2,12.91,2.87,114.4,86.45,11.3,10.0,19.17,1.149,2.972,7.02,2988.0,19.2,9.2,2330.0
2024-01-19 04:00:00,573.88,219.11,265.89,48.89,6.582,23.68,7.26,6242.7,93.0,91.1,12.43,2.6,105.7,73.75,12.44,19.45,19.81,0.629,5.689,7.47,3303.0,28.5,13.0,2350.0
2024-01-19 05:00:00,404.64,164.42,412.95,69.61,5.968,38.426,7.06,5394.4,126.4,94.3,12.1,2.01,140.2,46.67,13.63,18.05,28.48,0.746,7.688,7.04,3700.0,31.9,15.1,2194.4
2024-01-19 06:00:00,386.4,168.47,312.29,65.22,6.051,36.407,7.08,5211.0,114.1,85.5,12.26,2.1,142.6,96.31,13.76,19.98,25.41,0.892,9.379,6.96,3139.0,28.6,14.9,2223.6
2024-01-19 07:00:00,478.92,184.5,381.67,54.93,5.496,30.564,7.43,5942.1,107.2,100.1,12.09,2.51,152.4,74.01,12.22,30.55,24.01,0.678,7.802,7.47,3666.0,26.5,13.2,2257.9
2024-01-19 08:00:00,496.36,170.6,274.36,55.62,6.691,29.993,6.99,5997.5,104.1,74.7,11.82,2.1,125.7,117.28,17.49,16.46,23.62,0.875,6.853,7.14,3097.0,32.0,10.6,2145.5
2024-01-19 09:00:00,461.41,193.14,364.07,49.6,7.893,30.102,7.0,5618.4,106.4,94.7,12.25,2.26,128.8,70.85,9.24,16.81,18.78,0.942,7.079,6.77,3503.0,40.5,13.7,2251.5
2024-01-19 10:00:00,337.64,128.62,353.08,53.54,6.306,28.5,7.19,4958.1,90.8,91.5,11.88,1.95,103.6,50.72,12.55,11.63,21.55,0.881,6.46,7.29,4092.0,36.7,14.8,2373.3
2024-01-19 11:00:00,428.22,156.01,327.0,45.92,6.408,25.778,7.05,5430.0,111.6,102.2,12.97,2.25,100.1,96.13,18.47,9.98,19.29,0.717,3.927,7.04,3897.0,36.9,11.2,2092.2
2024-01-19 12:00:00,350.61,133.68,252.62,37.85,6.918,23.273,7.02,4958.7,97.9,71.1,11.65,1.96,90.5,32.35,10.67,16.65,18.09,0.84,6.124,7.11,2950.0,17.2,13.0,2196.1
2024-01-19 13:00:00,430.66,169.88,295.39,39.54,5.419,21.588,7.22,4751.0,95.0,54.5,12.25,1.96,108.8,60.9,7.82,23.56,13.74,0.481,6.063,7.22,3179.0,26.5,11.9,2005.4
2024-01-19 14:00:00,399.63,152.6,224.9,43.84,6.804,24.582,6.9,5588.8,87.6,72.8,11.61,2.25,114.2,70.12,10.42,14.93,19.5,0.559,6.447,6.81,2634.0,21.0,11.1,1909.4
2024-01-19 15:00:00,327.54,109.34,253.7,37.42,6.535,20.4,7.0,5006.9,102.3,86.3,11.6,1.92,51.2,34.73,7.1,21.22,13.87,0.602,3.503,6.83,3247.0,25.0,11.7,1707.3
2024-01-19 16:00:00,336.52,143.67,295.73,40.71,5.043,24.91,7.61,4567.7,94.2,99.0,11.11,1.95,104.8,68.61,11.37,19.03,16.57,0.54,6.948,7.71,3208.0,25.7,12.6,1918.7
2024-01-19 17:00:00,307.11,134.59,281.34,35.89,4.678,19.276,7.29,5213.9,109.8,72.7,12.21,1.55,103.4,57.39,11.18,18.8,16.98,0.505,4.97,7.39,2830.0,23.1,10.5,1791.9
2024-01-19 18:00:00,346.51,145.38,249.95,36.78,5.405,22.589,7.05,4805.6,102.3,88.1,11.73,2.18,60.5,75.88,16.12,11.36,13.19,0.676,4.801,7.15,3356.0,22.9,10.2,1629.2
2024-01-19 19:00:00,390.89,143.02,213.87,43.5,4.801,23.699,7.28,5172.1,118.1,93.4,12.54,1.84,70.9,37.51,17.9,22.27,17.55,0.597,6.719,7.35,2848.0,23.6,10.7,1815.5
2024-01-19 20:00:00,314.19,123.78,279.18,41.73,4.384,21.16,7.31,5128.0,102.8,94.2,12.21,2.38,83.8,44.0,9.42,20.85,14.81,0.346,5.565,7.46,2902.0,21.6,13.1,1759.4
2024-01-19 21:00:00,387.76,155.03,261.93,41.75,6.027,24.379,7.4,5254.8,112.2,69.3,12.07,1.76,88.0,50.49,8.33,19.52,17.67,0.921,4.714,7.61,3144.0,32.0,9.6,1868.1
2024-01-19 22:00:00,353.88,147.91,175.99,46.99,6.187,25.127,7.17,5420.0,110.2,62.4,11.29,2.24,90.5,49.89,10.81,6.38,18.01,0.634,6.29,6.89,2712.0,25.8,8.1,1950.2
2024-01-19 23:00:00,354.99,149.11,313.13,46.99,5.709,27.303,7.4,4919.3,101.1,92.8,12.29,1.44,73.7,47.14,10.07,25.76,23.23,0.626,6.798,7.04,3117.0,29.6,15.3,2124.2
2024-01-20 00:00:00,402.59,152.17,290.25,53.35,4.943,22.062,6.79,5770.3,112.6,108.4,11.67,1.48,142.8,59.45,7.35,16.1,23.34,0.405,4.841,7.05,3604.0,37.7,10.6,1965.9
2024-01-20 01:00:00,370.77,149.22,356.95,46.16,5.156,25.4,6.99,4870.5,96.6,90.9,11.28,1.9,78.2,52.6,10.96,22.33,21.8,0.736,7.437,6.79,3029.0,23.5,12.2,2226.1
2024-01-20 02:00:00,408.79,169.12,261.39,47.89,6.336,25.241,7.23,5689.2,127.0,78.7,12.22,1.5,89.6,60.0,13.94,10.23,20.68,0.631,7.815,7.07,3225.0,30.3,14.5,2388.3
2024-01-20 03:00:00,385.62,171.09,168.4,44.77,6.048,22.245,7.27,4498.6,102.8,51.3,11.37,2.33,94.1,64.88,16.49,8.1,17.63,0.543,5.7,7.22,2662.0,28.2,9.8,2594.7
2024-01-20 04:00:00,568.4,239.37,342.3,50.31,6.302,26.28,7.02,5762.0,108.5,83.8,10.95,2.65,76.3,86.06,9.47,19.71,22.25,0.99,7.892,6.77,2893.0,22.1,9.8,2477.5
2024-01-20 05:00:00,468.0,198.28,347.43,58.4,7.474,30.444,7.25,5679.4,118.6,79.0,12.65,2.77,95.0,66.36,13.77,24.7,21.97,0.988,10.677,7.19,3170.0,18.9,11.5,2428.3
2024-01-20 06:00:00,428.83,172.61,249.59,60.46,7.276,33.106,7.08,5274.0,105.5,80.4,11.72,2.19,122.5,62.9,17.07,24.22,27.42,0.748,10.047,6.93,3804.0,30.3,14.7,2428.8
2024-01-20 07:00:00,478.14,211.49,284.1,58.39,7.761,28.124,7.14,5618.3,127.9,60.7,11.13,2.46,142.5,92.92,21.87,15.64,21.91,0.656,8.705,7.11,3303.0,34.5,12.7,2570.3
2024-01-20 08:00:00,454.04,187.2,450.0,43.16,5.793,24.421,7.4,5532.7,92.3,95.1,11.52,2.23,91.7,86.43,10.28,22.23,15.37,0.548,3.906,7.45,3539.0,26.8,12.8,2320.3
2024-01-20 09:00:00,438.82,164.19,307.22,57.1,6.174,35.304,7.38,5086.8,101.2,70.6,11.64,2.0,81.6,51.57,16.54,28.11,21.09,0.514,11.725,7.33,2957.0,24.6,12.2,2396.0
2024-01-20 10:00:00,470.72,208.11,347.49,40.89,6.833,23.065,7.0,5268.8,99.0,103.9,12.57,2.24,110.0,74.94,8.93,29.42,17.6,0.905,6.828,6.94,3080.0,24.1,14.0,2485.3
2024-01-20 11:00:00,462.56,194.71,273.31,52.81,6.383,31.182,6.99,5632.4,97.5,69.4,11.17,1.98,128.0,61.27,26.31,15.02,26.97,0.943,7.296,7.03,2602.0,22.7,15.8,2152.4
2024-01-20 12:00:00,382.56,147.94,200.33,44.98,6.91,27.198,7.12,4962.9,119.6,66.4,11.33,2.21,96.3,69.92,7.63,10.66,17.49,0.673,7.795,7.27,3439.0,25.5,18.9,1873.5
2024-01-20 13:00:00,365.99,141.13,273.65,48.09,5.9,29.422,7.19,5482.3,104.2,86.6,12.49,1.96,103.5,71.07,9.92,21.84,20.23,0.808,7.39,7.44,3128.0,21.2,12.7,1916.3
2024-01-20 14:00:00,366.34,149.79,259.82,37.53,6.612,24.149,7.07,5024.1,65.8,74.2,11.78,2.02,87.3,64.22,11.63,18.57,17.23,0.833,6.257,7.04,3074.0,25.6,16.0,1955.4
2024-01-20 15:00:00,265.36,109.83,246.18,46.81,5.577,24.577,7.41,4792.4,107.4,115.0,12.11,2.59,143.5,41.58,9.17,23.81,20.6,0.402,9.123,7.68,3054.0,26.2,15.0,1784.4
2024-01-20 16:00:00,292.44,118.71,250.91,34.86,5.757,17.923,7.27,4845.0,101.4,94.0,11.75,1.71,84.8,49.7,5.01,8.14,12.22,0.543,0.861,7.4,3629.0,38.7,13.6,1781.2
2024-01-20 17:00:00,409.59,167.66,261.3,37.53,4.832,22.109,7.28,5117.6,93.8,81.4,13.01,2.27,79.7,45.54,11.04,22.47,17.49,0.566,7.425,7.1,3112.0,28.3,8.6,1755.2
2024-01-20 18:00:00,419.58,189.23,244.66,36.05,5.014,21.104,6.95,4753.8,83.3,85.0,11.36,2.19,45.6,60.68,18.56,12.03,14.2,0.606,5.898,6.76,2932.0,21.2,12.3,1820.5
2024-01-20 19:00:00,342.66,148.08,204.46,33.29,5.598,19.598,7.43,5318.8,93.6,40.1,12.14,2.33,66.5,32.39,16.94,12.41,13.49,0.455,5.928,7.35,3449.0,27.3,12.4,1697.2
2024-01-20 20:00:00,385.09,156.24,276.02,41.55,6.141,26.778,6.64,4881.8,96.4,101.1,12.75,2.18,99.3,53.09,11.94,9.44,17.91,0.575,8.432,6.85,3013.0,30.3,13.9,1759.8
2024-01-20 21:00:00,384.71,164.75,187.44,50.04,5.762,27.55,7.37,5052.4,98.3,81.4,11.81,2.02,102.8,85.55,13.18,14.22,19.31,0.786,6.353,7.29,2367.0,19.8,12.8,1993.4
2024-01-20 22:00:00,526.77,194.39,190.25,55.68,5.44,31.813,7.39,5838.6,101.9,72.9,11.62,3.22,108.8,62.33,21.46,11.18,19.02,0.862,7.257,7.1,2422.0,17.8,12.1,1880.6
2024-01-20 23:00:00,454.52,187.24,317.94,46.24,6.67,23.164,7.11,5507.3,106.6,95.3,12.38,2.06,106.7,88.76,15.19,29.88,19.8,0.29,5.232,7.08,3078.0,28.1,17.3,2075.1
2024-01-21 00:00:00,411.54,186.95,321.25,53.1,4.4,34.875,7.45,5596.3,119.5,97.4,12.5,2.13,93.0,58.88,17.1,31.73,22.62,0.601,8.787,7.16,3230.0,25.2,15.9,2084.8
2024-01-21 01:00:00,385.44,151.65,308.29,50.91,5.158,27.144,7.19,5178.9,113.3,79.6,11.6,2.38,124.6,66.77,12.1,14.82,19.7,0.434,6.261,7.03,3363.0,32.7,9.2,2161.7
2024-01-21 02:00:00,364.69,136.6,255.16,54.21,6.982,28.979,7.21,5035.3,94.1,86.2,12.73,1.8,106.8,31.26,8.94,24.42,20.26,0.382,9.207,7.12,2735.0,26.1,12.8,2322.2
2024-01-21 03:00:00,477.58,181.69,297.64,51.46,6.671,27.409,7.27,5943.4,115.3,100.5,12.03,2.61,66.2,51.01,9.11,19.22,21.65,0.638,6.569,7.29,3028.0,22.0,14.6,2089.7
2024-01-21 04:00:00,434.32,159.53,327.75,55.66,7.32,28.816,7.84,5601.8,120.2,94.6,12.25,2.11,110.0,74.81,9.86,13.04,23.86,0.864,7.864,7.99,2913.0,34.0,16.0,2406.1
2024-01-21 05:00:00,402.65,151.58,263.78,58.47,6.989,30.026,7.47,5042.6,128.7,77.6,12.74,2.46,125.0,61.94,14.31,11.89,30.1,0.998,8.726,7.57,3362.0,29.6,12.6,2451.1
2024-01-21 06:00:00,451.27,175.49,310.71,52.68,7.468,27.593,7.34,5162.2,100.6,90.5,12.38,2.6,122.7,64.38,12.74,22.77,23.71,1.069,5.135,7.16,3506.0,17.5,13.0,2497.5
2024-01-21 07:00:00,425.23,152.16,383.19,55.41,6.298,26.693,7.02,5129.0,111.8,114.1,12.0,2.2,127.3,52.77,11.98,35.17,25.84,0.559,8.232,6.96,3854.0,36.9,13.7,2340.4
2024-01-21 08:00:00,581.83,233.0,419.62,54.98,7.386,28.078,7.23,6144.4,117.7,108.7,11.66,2.4,91.6,86.77,24.85,20.9,21.12,0.417,7.057,7.24,3445.0,17.6,14.8,2354.0
2024-01-21 09:00:00,840.9,224.45,318.13,88.21,7.6,59.015,7.04,5504.0,109.8,69.4,13.35,2.41,129.5,94.99,16.17,10.55,25.05,0.85,9.839,7.0,3696.0,39.0,10.5,2021.7
2024-01-21 10:00:00,740.95,172.63,368.67,70.99,7.592,43.046,7.36,5592.7,111.4,100.7,11.61,2.33,87.6,79.43,7.4,27.0,20.24,0.886,6.6,7.32,3029.0,27.5,9.5,2164.6
2024-01-21 11:00:00,846.97,235.87,228.9,76.66,7.973,47.238,7.23,5858.0,108.6,84.7,12.16,2.8,100.6,79.47,18.72,17.41,21.23,0.631,4.226,6.97,3023.0,26.5,16.1,2183.2
2024-01-21 12:00:00,701.3,182.04,340.88,88.68,6.386,55.795,6.98,4678.8,106.8,106.6,12.25,2.36,107.8,49.51,20.37,24.03,26.85,0.77,9.382,6.8,2864.0,25.4,11.6,2236.5
2024-01-21 13:00:00,601.03,161.87,263.16,80.18,6.182,53.166,7.22,4706.4,103.1,81.8,12.28,2.24,112.6,51.53,12.85,12.78,18.45,0.567,6.408,7.16,3198.0,31.2,17.9,2187.3
2024-01-21 14:00:00,478.62,182.0,302.37,52.49,4.724,24.219,7.03,4777.4,122.5,79.7,13.06,2.49,173.9,82.9,18.98,10.71,18.72,0.467,2.791,6.57,3190.0,26.0,11.9,1894.1
2024-01-21 15:00:00,417.91,177.88,269.96,44.97,5.25,21.968,7.23,5236.4,94.0,61.5,12.02,2.46,129.6,54.56,11.16,22.89,15.39,0.589,5.079,7.33,2304.0,20.4,13.3,1943.8
2024-01-21 16:00:00,335.77,123.31,328.18,45.24,5.352,23.062,7.03,5251.0,92.5,77.4,11.95,1.9,73.1,54.26,8.57,29.53,17.38,0.538,5.154,6.82,3489.0,31.6,14.5,1799.4
2024-01-21 17:00:00,369.68,157.75,234.79,47.57,6.086,25.046,7.21,4531.2,109.5,96.6,12.78,2.11,100.2,45.58,13.16,3.1,19.8,0.287,6.229,7.31,3226.0,15.0,9.5,1637.5
2024-01-21 18:00:00,337.83,136.87,295.02,49.87,4.997,26.681,7.35,4542.5,107.6,87.5,11.93,1.97,98.4,25.06,11.86,18.75,17.07,0.409,5.466,7.44,2923.0,28.5,19.5,1824.4
2024-01-21 19:00:00,317.96,132.46,260.88,35.06,5.966,18.502,7.19,4790.7,82.9,79.6,12.44,1.77,70.5,51.12,11.16,14.33,15.63,0.401,4.625,7.11,3106.0,31.1,13.0,1944.6
2024-01-21 20:00:00,432.66,157.81,271.53,38.65,5.562,21.68,7.12,5094.2,93.7,101.6,12.1,2.55,94.9,54.49,12.6,20.05,17.55,0.709,6.283,7.27,2595.0,24.8,12.2,1778.1
2024-01-21 21:00:00,493.61,184.19,278.94,51.91,5.615,28.64,7.24,5397.4,101.4,99.2,12.46,2.73,107.2,85.08,17.58,14.0,22.95,0.377,9.774,7.35,2827.0,26.7,11.5,1777.9
2024-01-21 22:00:00,347.13,145.07,260.16,46.35,6.137,23.819,7.34,5148.1,98.7,70.0,12.36,2.35,81.6,53.24,15.63,10.61,18.15,0.496,7.133,7.29,3521.0,39.7,14.6,1933.6
2024-01-21 23:00:00,464.51,172.59,310.14,46.39,5.924,20.467,6.98,5424.1,130.4,104.0,11.8,2.11,119.1,69.27,9.88,16.75,20.84,0.859,4.23,6.92,2774.0,24.4,14.5,1990.2
2024-01-22 00:00:00,418.94,173.4,321.54,45.42,6.158,22.727,7.25,4898.7,101.3,62.3,11.08,2.31,68.9,65.28,15.21,8.1,19.17,0.516,5.571,7.42,3146.0,27.9,11.7,2355.2
2024-01-22 01:00:00,446.17,160.17,350.72,51.15,5.385,26.728,7.46,4854.5,100.1,97.0,11.16,2.62,111.7,33.96,12.28,23.34,24.91,0.621,6.146,7.5,2783.0,22.0,11.2,2273.1
2024-01-22 02:00:00,457.23,194.53,356.05,48.37,6.823,26.003,7.31,6198.7,126.9,95.7,11.08,2.77,71.2,72.79,14.45,23.23,19.02,0.999,6.291,7.47,3313.0,19.9,16.1,2254.1
2024-01-22 03:00:00,455.65,165.41,406.57,70.0,6.844,34.546,7.21,5866.7,132.9,112.9,11.95,1.86,134.5,60.33,12.17,22.51,33.83,0.658,9.651,6.85,3482.0,33.3,12.7,1970.7
2024-01-22 04:00:00,524.28,218.4,423.9,59.44,6.985,31.232,7.33,5735.9,122.8,103.1,10.82,2.52,143.5,109.0,22.6,21.49,27.16,0.586,7.763,7.34,3565.0,28.7,10.6,2337.1
2024-01-22 05:00:00,477.25,199.86,318.98,60.23,7.952,29.722,7.29,5662.6,107.9,83.2,11.92,2.32,117.0,65.4,22.69,17.68,21.7,0.759,7.799,7.05,3278.0,19.6,13.8,2606.1
2024-01-22 06:00:00,551.77,209.17,431.48,64.67,8.238,35.161,7.35,5862.3,131.6,95.7,12.07,3.08,104.1,63.86,19.2,36.97,23.4,0.851,6.117,7.35,3791.0,33.2,13.3,2405.4
2024-01-22 07:00:00,530.75,221.57,313.53,66.9,7.841,33.204,6.8,6056.9,129.7,126.8,12.43,1.88,132.8,88.01,15.97,16.85,26.64,0.862,10.685,6.9,2961.0,25.8,18.1,2483.2
2024-01-22 08:00:00,513.69,209.49,411.06,66.16,8.458,33.579,6.89,5562.2,122.4,97.3,12.25,2.18,128.8,115.74,19.81,27.74,26.63,0.22,9.063,7.15,3005.0,25.6,13.1,2400.1
